Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Maruti Wagon R Amt Vxi,Nairobi,2016,8500,Petrol,Automatic,First,20.51,998.0,67.0,5.0,624560.0
Mercedes-Benz New C-Class C250 Avantgarde,Kisumu,2010,30500,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,1554000.0
Audi A8 L 3.0 Tdi Quattro,Nairobi,2012,56000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,6660000.0
Hyundai I10 Magna 1.1,Eldoret,2012,44000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,429200.0
Skoda Rapid 1.6 Mpi At Style Black Package,Nairobi,2017,10500,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,1317200.0
Skoda Superb Style 1.8 Tsi At,Kisumu,2017,26000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,3848000.0
Hyundai I20 Active 1.2 Sx,Naivasha,2018,25166,Petrol,Manual,First,17.19,1197.0,81.86,5.0,1216560.0000000002
Honda Amaze Vx I-Dtec,Kisumu,2014,64000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,518000.0
Maruti Wagon R Lxi,Mombasa,2004,61000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,185000.0
Mahindra Verito 1.5 D4 Bsiv,Kisumu,2013,107000,Diesel,Manual,First,21.03,1461.0,65.0,5.0,547600.0
Mercedes-Benz New C-Class C 220D Avantgarde Edition C,Naivasha,2018,29161,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,5832679.999999999
Maruti Wagon R Vxi,Kisumu,2013,32000,Petrol,Manual,First,22.5,998.0,67.04,5.0,392200.0
Nissan Terrano Xv Premium 110 Ps Anniversary Edition,Naivasha,2015,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,1320160.0
Maruti Swift Vdi Bsiv,Nairobi,2013,47000,Diesel,Manual,First,17.8,1248.0,97.7,5.0,606799.9999999999
Mini Cooper Convertible S,Mombasa,2017,26327,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,5279160.0
Ford Figo Diesel,Nakuru,2015,70436,Diesel,Manual,First,0.0,1498.0,99.0,5.0,532800.0
Tata Indica V2 Dls Bsii,Nyeri,2007,200000,Diesel,Manual,Second,17.2,1396.0,53.5,5.0,125800.0
Chevrolet Beat Lt,Mombasa,2016,60813,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,491360.0
Volkswagen Polo Diesel Comfortline 1.2L,Nairobi,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,532800.0
Maruti Swift Zdi,Kisumu,2016,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,1006400.0
Ford Figo Diesel Exi,Kisumu,2012,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,370000.0
Toyota Innova Crysta 2.8 Gx At,Mombasa,2019,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,2906720.0
Hyundai Santa Fe 4X4 At,Nairobi,2011,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,1036000.0
Honda City I-Vtec V,Kisumu,2011,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,572760.0
Hyundai I20 1.2 Magna Executive,Mombasa,2018,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,927960.0
Mercedes-Benz New C-Class C 220D Avantgarde Edition C,Mombasa,2015,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,2681760.0
Chevrolet Beat Diesel Lt,Nairobi,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,392200.0
Hyundai I20 Sportz 1.4 Crdi,Mombasa,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,1065600.0
Toyota Innova 2.5 Z Diesel 7 Seater,Naivasha,2015,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,2116400.0
Maruti Ertiga Vdi,Mombasa,2013,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,1021200.0
Toyota Innova 2.5 V Diesel 7-Seater,Nairobi,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1591000.0
Hyundai Santro Xing Xo Erlx Euro Ii,Nairobi,2007,72000,Petrol,Manual,Third,17.0,1086.0,97.7,5.0,140600.0
Honda City I Vtec V,Mombasa,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,1197320.0
Bmw X1 Sdrive20D,Thika,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,2738000.0
Hyundai Grand I10 Crdi Era,Nairobi,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,703000.0
Maruti Ciaz 1.3 Alpha,Mombasa,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,1250599.9999999998
Skoda Rapid Leisure 1.6 Tdi Mt,Kisumu,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,518000.0
Hyundai Accent Crdi,Mombasa,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,266400.0
Volkswagen Polo Gt 1.5 Tdi,Nyeri,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,547600.0
Honda Jazz 1.2 Vx I Vtec,Naivasha,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,1061160.0
Hyundai I10 Era,Nyeri,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,259000.0
Hyundai Tucson 2.0 E-Vgt 2Wd At Gls,Mombasa,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,3254520.0
Toyota Innova Crysta 2.4 Zx Mt,Eldoret,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,2760199.9999999995
Maruti Omni Mpi Cargo Bsiii W/ Immobiliser,Nyeri,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,273800.0
Maruti Swift Vxi Bsiv,Naivasha,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,880600.0
Hyundai Grand I10 Magna,Nairobi,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,555000.0
Maruti Swift Vdi,Eldoret,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,555000.0
Hyundai Verna Crdi 1.6 Sx,Kisumu,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,384800.0
Hyundai Santro Xing Xl,Kisumu,2006,99000,Petrol,Manual,First,0.0,1086.0,97.7,5.0,259000.0
Hyundai I20 1.2 Sportz,Nairobi,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,414400.0
Mercedes-Benz Gle 350D,Naivasha,2017,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,9070920.0
Mercedes-Benz New C-Class C 220 Cdi Classic,Nakuru,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,2664000.0
Maruti Ritz Zdi,Kisumu,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,643799.9999999999
Hyundai Creta 1.6 Crdi Sx,Nakuru,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,2035000.0
Maruti A-Star Vxi,Eldoret,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,296000.0
Renault Duster 110Ps Diesel Rxz Option,Nairobi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,1480000.0
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Nairobi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,244200.0
Bmw X3 Xdrive30D M Sport,Naivasha,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,6773960.0
Hyundai I10 Sportz,Nakuru,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,481000.0
Toyota Innova 2.5 G4 Diesel 7-Seater,Eldoret,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1894400.0
Maruti Zen Vxi Bsii,Nairobi,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,81400.00000000001
Maruti Swift Vdi,Kisumu,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,1058200.0
Mahindra Scorpio Vlx 2.2 Mhawk Airbag Bsiv,Eldoret,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,1036000.0
Tata Zest Quadrajet 1.3 75Ps Xe,Eldoret,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,555000.0
Ford Ecosport 1.0 Ecoboost Titanium Plus,Nairobi,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,1258000.0
Maruti Swift Dzire Zdi,Nyeri,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,643799.9999999999
Maruti Alto 800 Lxi,Mombasa,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,482480.0
Honda City 1.5 S Mt,Nyeri,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,623080.0
Audi Q7 3.0 Tdi Quattro Technology,Mombasa,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,10413280.0
Skoda Laura 1.9 Tdi At Ambiente,Nairobi,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,436600.0
Hyundai Verna 1.6 Sx Vtvt (O),Mombasa,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,633440.0
Honda City 1.5 V At,Nyeri,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,528360.0
Hyundai I20 Magna Optional 1.4 Crdi,Kisumu,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,460280.0
Hyundai I20 Sportz At 1.4,Naivasha,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,882080.0
Volkswagen Vento Diesel Highline,Kisumu,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,695600.0
Honda City I Vtec Vx,Thika,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1021200.0
Tata Zest Quadrajet 1.3 75Ps Xe,Eldoret,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,777000.0
Bmw 5 Series 2003-2012 520D,Eldoret,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,4144000.0
Maruti Wagon R Lxi Minor,Nairobi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,199800.0
Honda Jazz Vx,Nairobi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,717799.9999999999
Volkswagen Jetta 2007-2011 2.0 Tdi Comfortline,Naivasha,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,991600.0
Hyundai I10 Magna 1.2,Kisumu,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,458800.0
Mercedes-Benz New C-Class C 220 Cdi Avantgarde,Mombasa,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,2758720.0
Hyundai I10 Magna 1.2 Itech Se,Eldoret,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,414400.0
Toyota Innova Crysta 2.4 Zx Mt,Mombasa,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,2997000.0
Audi A6 2011-2015 2.0 Tdi Technology,Mombasa,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,3963440.0
Toyota Innova 2.5 Vx (Diesel) 7 Seater,Kisumu,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,1222480.0
Volkswagen Polo Petrol Trendline 1.2L,Nairobi,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,575720.0
Maruti Alto K10 Lxi,Kisumu,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,310800.0
Honda City I-Vtec Cvt Zx,Nairobi,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,1878120.0
Tata Indigo Lx,Naivasha,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,381840.0
Audi A6 2011-2015 2.0 Tdi Premium Plus,Mombasa,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,3073960.0
Mercedes-Benz Gla Class 200 Cdi Sport,Nairobi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,2998480.0000000005
Hyundai Santro Xing Xl,Mombasa,2006,58000,Petrol,Manual,Second,0.0,1086.0,97.7,5.0,222000.0
Maruti Swift Vdi Bsiv,Kisumu,2011,60020,Diesel,Manual,First,17.8,1248.0,97.7,5.0,370000.0
Maruti Celerio Vxi At,Kisumu,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,629000.0
Mercedes-Benz Gle 250D,Kisumu,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,8436000.0
Land Rover Range Rover Hse Dynamic,Nairobi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,6512000.0
Volkswagen Vento Diesel Trendline,Kisumu,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,540200.0
Maruti Omni 8 Seater Bsiv,Kisumu,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,303399.99999999994
Honda Brio 1.2 Vx Mt,Mombasa,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,463240.0
Tata Sumo Delux,Kisumu,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,222000.0
Tata Indica Vista Aura 1.3 Quadrajet,Eldoret,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,421800.0
Maruti Wagon R Lxi Bs Iv,Nairobi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,392200.0
Mahindra Xuv500 W8 4Wd,Kisumu,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1568800.0
Tata Indigo Ls Dicor,Eldoret,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,185000.0
Maruti Ertiga Paseo Vxi,Nairobi,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,1221000.0
Honda Accord 2.4 A/T,Nairobi,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,658600.0
Maruti Swift Dzire Vdi,Kisumu,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,547600.0
Ford Fiesta Exi 1.4 Tdci Ltd,Kisumu,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,414400.0
Honda City Zx Gxi,Kisumu,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,266400.0
Audi A6 2011-2015 2.0 Tdi Premium Plus,Mombasa,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,3248600.0
Bmw 6 Series 640D Gran Coupe,Nairobi,2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,7252000.0
Audi Q7 45 Tdi Quattro Technology,Naivasha,2017,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,9275160.0
Maruti Zen Estilo Lxi Green (Cng),Eldoret,2008,42496,Cng,Manual,First,26.3,998.0,67.1,5.0,207200.0
Hyundai I20 1.4 Crdi Asta,Eldoret,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,814000.0
Hyundai I10 Sportz At,Nakuru,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,436600.0
Honda Jazz 1.2 V Cvt I Vtec,Mombasa,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,1015280.0
Maruti Swift Vdi Bsiv,Kisumu,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,910200.0
Hyundai I20 Asta 1.2,Eldoret,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,488400.0
Volkswagen Polo Petrol Comfortline 1.2L,Kisumu,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,377399.99999999994
Maruti Alto Lxi,Thika,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,222000.0
Toyota Corolla H4,Mombasa,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,370000.0
Maruti Alto Lxi,Mombasa,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,207200.0
Tata Manza Elan Quadrajet Bs Iv,Eldoret,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,503200.0
Maruti Alto Lxi,Eldoret,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,333000.0
Skoda Octavia Ambition Plus 2.0 Tdi At,Kisumu,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,1110000.0
Toyota Corolla H4,Kisumu,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,414400.0
Hyundai I20 Asta Option 1.2,Naivasha,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,1133680.0
Maruti Vitara Brezza Ldi,Mombasa,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1058200.0
Honda City 1.5 V Mt,Nairobi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,518000.0
Tata Indica Vista Aqua 1.3 Quadrajet,Kisumu,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,518000.0
Honda Amaze S I-Dtech,Kisumu,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,510600.0
Hyundai Eon D Lite Plus,Naivasha,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,525400.0
Bmw 3 Series Luxury Line,Mombasa,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,3846520.0
Hyundai Verna 1.6 Sx,Nakuru,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,777000.0
Tata Manza Club Class Quadrajet90 Ls,Thika,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,429200.0
Skoda Octavia Rs,Nyeri,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,303399.99999999994
Maruti Alto K10 Vxi,Eldoret,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,555000.0
Ford Ecosport 1.5 Dv5 Mt Titanium Optional,Nairobi,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,999000.0
Chevrolet Spark 1.0 Ls,Kisumu,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,140600.0
Jaguar Xf 2.0 Diesel Portfolio,Kisumu,2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,7696000.0
Honda Cr-V Rvi Mt,Nyeri,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,578680.0
Skoda Superb L&K 1.8 Tsi At,Mombasa,2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,4040400.0
Hyundai I10 Magna 1.2,Mombasa,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,399600.0
Maruti Swift Ldi,Nairobi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,518000.0
Maruti Swift Dzire Vxi At,Nairobi,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,917600.0
Nissan Micra Diesel Xv,Mombasa,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,407000.0
Maruti Swift Dzire Tour Ldi,Nairobi,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,481000.0
Ford Fiesta Classic 1.4 Duratorq Clxi,Eldoret,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,481000.0
Maruti Zen Lx,Kisumu,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,96200.0
Mini Clubman Cooper S,Eldoret,2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,5180000.0
Toyota Etios Gd,Kisumu,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,481000.0
Maruti Alto 800 2016-2019 Lxi,Kisumu,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,429200.0
Maruti Alto Vxi,Nakuru,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,429200.0
Bmw X5 3.0D,Nakuru,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,2627000.0
Nissan Teana Xv,Nairobi,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,1221000.0
Hyundai Grand I10 At Asta,Naivasha,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,853960.0
Maruti Vitara Brezza Zdi Plus,Kisumu,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1404520.0
Audi Q7 3.0 Tdi Quattro Premium Plus,Nairobi,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,1916600.0
Mercedes-Benz Gla Class 200 Cdi,Mombasa,2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,2960000.0
Maruti 800 Ac,Mombasa,2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,148000.0
Renault Duster 85Ps Diesel Rxl,Mombasa,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,1050800.0
Toyota Corolla Altis D-4D Gl,Nairobi,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,2442000.0
Mercedes-Benz New C-Class 220,Mombasa,2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,3848000.0
Maruti Ritz Vdi,Kisumu,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,473600.0
Honda Brv I-Vtec V Cvt,Mombasa,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,1403040.0
Hyundai Xcent 1.1 Crdi Base,Mombasa,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,592000.0
Mercedes-Benz E-Class 2009-2013 E250 Cdi Avantgarde,Nyeri,2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,3922000.0
Mercedes-Benz B Class B180,Mombasa,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,1741960.0
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Nakuru,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,5476000.0
Honda City I Vtec Vx Option,Nairobi,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,1295000.0
Hyundai Santro Xing Xl Erlx Euro Iii,Kisumu,2007,50958,Petrol,Manual,First,17.0,1086.0,97.7,5.0,288600.0
Honda City 1.5 S Mt,Mombasa,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,555000.0
Hyundai Verna Transform Vtvt,Eldoret,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,370000.0
Jaguar Xe Portfolio,Nairobi,2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,5106000.0
Honda Amaze S I-Vtech,Nairobi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,688200.0000000001
Mini Cooper Convertible 1.6,Nakuru,2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,4736000.0
Mercedes-Benz S Class 2005 2013 S 350 Cdi,Naivasha,2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,9295880.0
Hyundai Eon Magna Plus,Mombasa,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,481000.0
Maruti Wagon R Vxi Bs Iv,Kisumu,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,458800.0
Maruti Ritz Ldi,Naivasha,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,578680.0
Bmw 3 Series 320D Sedan,Mombasa,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,1628000.0
Tata Xenon Xt Ex 4X2,Eldoret,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,518000.0
Audi A3 35 Tdi Attraction,Mombasa,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,2442000.0
Land Rover Range Rover 2.2L Dynamic,Kisumu,2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,4440000.0
Mercedes-Benz Gl-Class 2007 2012 350 Cdi Luxury,Eldoret,2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,4144000.0
Mitsubishi Pajero Sport 4X2 At Dualtone Blacktop,Kisumu,2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,4144000.0
Maruti Alto Lx,Nyeri,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,136160.0
Maruti Wagon R Lxi Bsiii,Eldoret,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,407000.0
Land Rover Range Rover 2.2L Prestige,Naivasha,2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,7966840.0
Hyundai Verna 1.6 Sx Vtvt,Eldoret,2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,732600.0
Bmw 5 Series 525D Sedan,Kisumu,2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,4958000.0
Jaguar Xf Diesel,Nakuru,2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,4136600.0
Skoda Superb Elegance 1.8 Tsi At,Kisumu,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,1073000.0
Audi Q3 35 Tdi Quattro Premium,Mombasa,2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,3805080.0
Land Rover Range Rover 2.2L Pure,Naivasha,2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,4391160.0
Mercedes-Benz New C-Class 220 Cdi At,Nyeri,2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,2812000.0
Mahindra Scorpio S10 4Wd,Mombasa,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,1931400.0
Bmw 3 Series Luxury Line,Nairobi,2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,3774000.0
Honda Br-V I-Vtec S Mt,Eldoret,2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,1258000.0
Volvo S80 2006-2013 D5,Mombasa,2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,1073000.0
Hyundai Accent Gle,Eldoret,2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,118400.0
Hyundai I20 Active Sx Petrol,Nyeri,2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,1021200.0
Mercedes-Benz Glc 43 Amg Coupe,Naivasha,2018,22397,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,10506519.999999998
Hyundai Eon Magna Plus,Kisumu,2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,333000.0
Hyundai Grand I10 Sportz Edition,Mombasa,2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,814000.0
Honda City 1.5 Exi S,Nairobi,2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,643799.9999999999
Volkswagen Polo Petrol Trendline 1.2L,Kisumu,2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,333000.0
Audi A6 35 Tfsi Matrix,Nairobi,2016,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,3626000.0
Volkswagen Jetta 2007-2011 1.9 L Tdi,Kisumu,2010,42021,Diesel,Manual,First,0.0,1968.0,97.7,5.0,806600.0
Hyundai Creta 1.6 Sx Plus Dual Tone Petrol,Naivasha,2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,1780440.0
Mercedes-Benz New C-Class C 200 Cgi Avantgarde,Nairobi,2011,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,1258000.0
Mini Cooper Convertible S,Nairobi,2014,11900,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,4218000.0
