Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Car_Age,Luxury_Brand,Kilometers_Per_Year,Power_Per_CC
Thika,2016,90000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1613200.0,Toyota,Innova 2.5 G (Diesel) 7 Seater,10,0,9000.0,0.04033680834001604
Thika,2017,24005,Petrol,Manual,First,20.4,1197.0,81.8,5.0,917600.0,Maruti,Swift Vxi Optional,9,0,2667.222222222222,0.0683375104427736
Nairobi,2012,32792,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1169200.0,Mahindra,Xuv500 W8 2Wd,14,0,2342.285714285714,0.06424965580541533
Mombasa,2014,147898,Diesel,Manual,First,22.7,1498.0,89.84,5.0,654160.0,Ford,Ecosport 1.5 Dv5 Mt Ambiente,12,0,12324.833333333334,0.05997329773030708
Nairobi,2012,131765,Diesel,Manual,First,13.0,2982.0,168.5,7.0,1998000.0,Toyota,Fortuner 4X2 Manual,14,0,9411.785714285714,0.05650570087189805
Mombasa,2013,65000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,925000.0,Volkswagen,Vento 1.5 Highline Plus At 16 Alloy,13,0,5000.0,0.07242990654205607
Nyeri,2010,66123,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,310800.0,Ford,Figo Diesel Titanium,16,0,4132.6875,0.04860614724803431
Nairobi,2015,41000,Diesel,Automatic,First,15.3,2993.0,258.0,5.0,6660000.0,Bmw,X5 Xdrive 30D,11,0,3727.2727272727275,0.08620113598396258
Naivasha,2017,23550,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,4981679.999999999,Mercedes-Benz,New C-Class C 220 Cdi Style,9,1,2616.6666666666665,0.07821745216985534
Nakuru,2012,45000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,540200.0,Honda,Brio V Mt,14,0,3214.285714285714,0.07245409015025041
Nairobi,2013,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,407000.0,Hyundai,I10 Magna 1.2,13,0,4615.384615384615,0.06591478696741855
Nakuru,2016,44414,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,6290000.0,Mercedes-Benz,Glc 220,10,1,4441.4,0.07932804479701354
Kisumu,2019,1000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,962000.0,Hyundai,Grand I10 1.2 Kappa Asta,7,0,142.85714285714286,0.0683876357560568
Nairobi,2012,62500,Diesel,Automatic,Second,17.68,1968.0,174.33,5.0,2812000.0,Audi,A6 2011-2015 2.0 Tdi Premium Plus,14,1,4464.285714285715,0.08858231707317074
Nairobi,2013,21000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,658600.0,Volkswagen,Vento Petrol Highline At,13,0,1615.3846153846155,0.06483103879849812
Nyeri,2017,8525,Diesel,Automatic,Second,16.6,1998.0,112.0,5.0,3404000.0,Mini,Countryman Cooper D,9,0,947.2222222222222,0.056056056056056056
Nakuru,2014,29000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,1235800.0,Hyundai,I20 Asta 1.4 Crdi,12,0,2416.6666666666665,0.06356017191977077
Nairobi,2014,40000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,3396600.0,Audi,A6 2011-2015 2.0 Tdi Premium Plus,12,1,3333.3333333333335,0.08858231707317074
Nyeri,2012,88000,Diesel,Manual,First,25.44,936.0,57.6,5.0,222000.0,Chevrolet,Beat Diesel Lt,14,0,6285.714285714285,0.06153846153846154
Mombasa,2012,53537,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,1019720.0,Skoda,Superb Elegance 1.8 Tsi At,14,0,3824.0714285714284,0.08773637374860957
Mombasa,2006,216000,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,214600.0,Ford,Fiesta 1.4 Tdci Exi Limited Edition,20,0,10800.0,0.04860614724803431
Kisumu,2014,51000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,4958000.0,Bmw,5 Series 520D Luxury Line,12,0,4250.0,0.09523809523809523
Nyeri,2007,118500,Petrol,Manual,First,12.9,1598.0,102.5,5.0,185000.0,Chevrolet,Optra Magnum 1.6 Ls Bs3,19,0,6236.8421052631575,0.06414267834793493
Kisumu,2012,63000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,621600.0,Volkswagen,Polo Diesel Highline 1.2L,14,0,4500.0,0.06163469557964971
Nairobi,2015,25000,Diesel,Manual,First,19.98,1461.0,108.5,8.0,999000.0,Renault,Lodgy 110Ps Rxz 8 Seater,11,0,2272.7272727272725,0.07426420260095824
Nakuru,2014,37382,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,4736000.0,Mercedes-Benz,E-Class E250 Cdi Avantgrade,12,1,3115.1666666666665,0.09384041063929072
Mombasa,2017,24773,Petrol,Manual,First,21.4,1197.0,83.1,5.0,1110000.0,Maruti,Baleno Alpha,9,0,2752.5555555555557,0.06942355889724311
Nairobi,2012,62000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,680799.9999999999,Hyundai,Verna 1.6 Sx,14,0,4428.571428571428,0.07984829329962073
Mombasa,2017,52340,Petrol,Manual,First,19.81,1086.0,68.05,5.0,597920.0,Hyundai,I10 Magna 1.1,9,0,5815.555555555556,0.06266114180478821
Mombasa,2016,56739,Diesel,Manual,First,15.4,1997.0,120.0,7.0,1525880.0,Mahindra,Scorpio 1.99 S10 4Wd,10,0,5673.9,0.06009013520280421
Naivasha,2018,36091,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,8252480.0,Land,Rover Range Rover 2.2L Dynamic,8,1,4511.375,0.08614043139054611
Mombasa,2010,120000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,384800.0,Ford,Figo Diesel Zxi,16,0,7500.0,0.04860614724803431
Nairobi,2016,33000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,1258000.0,Maruti,Ertiga Zdi,10,0,3300.0,0.07091346153846154
Thika,2007,60006,Petrol,Manual,First,0.0,1493.0,97.7,5.0,436600.0,Honda,City 1.5 Gxi,19,0,3158.2105263157896,0.06543871399866041
Kisumu,2014,52000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,518000.0,Honda,Amaze S I-Dtech,12,0,4333.333333333333,0.06582109479305741
Nyeri,2015,43571,Petrol,Manual,First,20.36,1197.0,78.9,5.0,525400.0,Hyundai,I10 Magna,11,0,3961.0,0.06591478696741855
Kisumu,2013,50000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,481000.0,Honda,Amaze S I-Dtech,13,0,3846.153846153846,0.06582109479305741
Kisumu,2008,113000,Diesel,Manual,First,17.5,1896.0,106.0,5.0,666000.0,Skoda,Laura Ambiente,18,0,6277.777777777777,0.05590717299578059
Nairobi,2014,90000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,791800.0,Renault,Duster 85Ps Diesel Rxl,12,0,7500.0,0.05735797399041752
Mombasa,2017,29000,Diesel,Manual,Second,17.45,1493.0,100.0,7.0,962000.0,Mahindra,Nuvosport N6,9,0,3222.222222222222,0.06697923643670463
Nairobi,2016,20000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1332000.0,Maruti,Vitara Brezza Zdi Plus Dual Tone,10,0,2000.0,0.07091346153846154
Mombasa,2016,61012,Petrol,Manual,First,18.6,1197.0,81.83,5.0,888000.0,Hyundai,I20 Asta Option 1.2,10,0,6101.2,0.06836257309941521
Nyeri,2009,87459,Petrol,Manual,First,14.7,1390.0,85.0,5.0,407000.0,Skoda,Fabia 1.4 Mpi Ambiente,17,0,5144.64705882353,0.06115107913669065
Eldoret,2010,70500,Petrol,Manual,First,15.64,1193.0,64.1,5.0,222000.0,Tata,Indigo Ecs Glx,16,0,4406.25,0.053730092204526396
Nairobi,2015,64103,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,2945199.9999999995,Audi,Q3 2012-2015 35 Tdi Quattro Premium Plus,11,1,5827.545454545455,0.08858231707317074
Nairobi,2014,76000,Petrol,Automatic,First,14.7,1798.0,177.5,5.0,1480000.0,Skoda,Octavia Elegance 1.8 Tsi At,12,0,6333.333333333333,0.09872080088987764
Nairobi,2014,104000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,444000.0,Toyota,Etios Liva Gd Sp,12,0,8666.666666666666,0.04916422287390029
Kisumu,2010,42001,Petrol,Manual,First,16.1,1493.0,97.7,5.0,312280.0,Maruti,Swift 1.3 Vxi,16,0,2625.0625,0.06543871399866041
Mombasa,2014,37245,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,1770080.0,Mercedes-Benz,B Class B180,12,1,3103.75,0.07567398119122257
Kisumu,2013,45000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,481000.0,Honda,Amaze S Diesel,13,0,3461.5384615384614,0.06582109479305741
Nyeri,2012,117837,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,703000.0,Hyundai,Verna 1.6 Sx,14,0,8416.92857142857,0.07984829329962073
Nairobi,2014,30000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,880600.0,Renault,Duster 85Ps Diesel Rxl Optional,12,0,2500.0,0.05735797399041752
Nairobi,2015,27057,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,1206200.0,Hyundai,Creta 1.6 Vtvt S,11,0,2459.7272727272725,0.07624135763670647
Nairobi,2016,8500,Petrol,Automatic,First,20.51,998.0,67.0,5.0,624560.0,Maruti,Wagon R Amt Vxi,10,0,850.0,0.06713426853707415
Kisumu,2010,30500,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,1554000.0,Mercedes-Benz,New C-Class C250 Avantgarde,16,1,1906.25,0.10356347438752785
Nairobi,2012,56000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,6660000.0,Audi,A8 L 3.0 Tdi Quattro,14,1,4000.0,0.08314796090326929
Eldoret,2012,44000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,429200.0,Hyundai,I10 Magna 1.1,14,0,3142.8571428571427,0.06266114180478821
Nairobi,2017,10500,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,1317200.0,Skoda,Rapid 1.6 Mpi At Style Black Package,9,0,1166.6666666666667,0.06478097622027534
Kisumu,2017,26000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,3848000.0,Skoda,Superb Style 1.8 Tsi At,9,0,2888.8888888888887,0.09869855394883204
Naivasha,2018,25166,Petrol,Manual,First,17.19,1197.0,81.86,5.0,1216560.0000000002,Hyundai,I20 Active 1.2 Sx,8,0,3145.75,0.0683876357560568
Kisumu,2014,64000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,518000.0,Honda,Amaze Vx I-Dtec,12,0,5333.333333333333,0.06582109479305741
Mombasa,2004,61000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,185000.0,Maruti,Wagon R Lxi,22,0,2772.7272727272725,0.06723446893787574
Kisumu,2013,107000,Diesel,Manual,First,21.03,1461.0,65.0,5.0,547600.0,Mahindra,Verito 1.5 D4 Bsiv,13,0,8230.76923076923,0.044490075290896644
Naivasha,2018,29161,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,5832679.999999999,Mercedes-Benz,New C-Class C 220D Avantgarde Edition C,8,1,3645.125,0.07821745216985534
Kisumu,2013,32000,Petrol,Manual,First,22.5,998.0,67.04,5.0,392200.0,Maruti,Wagon R Vxi,13,0,2461.5384615384614,0.06717434869739479
Naivasha,2015,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,1320160.0,Nissan,Terrano Xv Premium 110 Ps Anniversary Edition,11,0,4197.545454545455,0.07426420260095824
Nairobi,2013,47000,Diesel,Manual,First,17.8,1248.0,97.7,5.0,606799.9999999999,Maruti,Swift Vdi Bsiv,13,0,3615.3846153846152,0.07828525641025641
Mombasa,2017,26327,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,5279160.0,Mini,Cooper Convertible S,9,0,2925.222222222222,0.09463463463463465
Nakuru,2015,70436,Diesel,Manual,First,0.0,1498.0,99.0,5.0,532800.0,Ford,Figo Diesel,11,0,6403.272727272727,0.06608811748998665
Nyeri,2007,200000,Diesel,Manual,Second,17.2,1396.0,53.5,5.0,125800.0,Tata,Indica V2 Dls Bsii,19,0,10526.315789473685,0.03832378223495702
Mombasa,2016,60813,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,491360.0,Chevrolet,Beat Lt,10,0,6081.3,0.0640533778148457
Nairobi,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,532800.0,Volkswagen,Polo Diesel Comfortline 1.2L,14,0,3214.285714285714,0.06163469557964971
Kisumu,2016,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,1006400.0,Maruti,Swift Zdi,10,0,6400.0,0.05929487179487179
Kisumu,2012,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,370000.0,Ford,Figo Diesel Exi,14,0,2948.8571428571427,0.04864188706218728
Mombasa,2019,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,2906720.0,Toyota,Innova Crysta 2.8 Gx At,7,0,2023.5714285714287,0.062250453720508164
Nairobi,2011,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,1036000.0,Hyundai,Santa Fe 4X4 At,15,0,4466.666666666667,0.08835834470213734
Kisumu,2011,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,572760.0,Honda,City I-Vtec V,15,0,2171.4666666666667,0.0783567134268537
Mombasa,2018,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,927960.0,Hyundai,I20 1.2 Magna Executive,8,0,1870.0,0.06836257309941521
Mombasa,2015,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,2681760.0,Mercedes-Benz,New C-Class C 220D Avantgarde Edition C,11,1,5089.090909090909,0.07821745216985534
Nairobi,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,392200.0,Chevrolet,Beat Diesel Lt,13,0,5692.307692307692,0.06153846153846154
Mombasa,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,1065600.0,Hyundai,I20 Sportz 1.4 Crdi,11,0,5167.909090909091,0.06356017191977077
Naivasha,2015,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,2116400.0,Toyota,Innova 2.5 Z Diesel 7 Seater,11,0,11034.0,0.04033680834001604
Mombasa,2013,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,1021200.0,Maruti,Ertiga Vdi,13,0,4000.0,0.07112179487179487
Nairobi,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1591000.0,Toyota,Innova 2.5 V Diesel 7-Seater,12,0,9833.333333333334,0.0408981555733761
Nairobi,2007,72000,Petrol,Manual,Third,17.0,1086.0,97.7,5.0,140600.0,Hyundai,Santro Xing Xo Erlx Euro Ii,19,0,3789.4736842105262,0.08996316758747698
Mombasa,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,1197320.0,Honda,City I Vtec V,10,0,3391.5,0.0783567134268537
Thika,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,2738000.0,Bmw,X1 Sdrive20D,12,0,6833.5,0.09223057644110276
Nairobi,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,703000.0,Hyundai,Grand I10 Crdi Era,9,0,3666.6666666666665,0.0625
Mombasa,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,1250599.9999999998,Maruti,Ciaz 1.3 Alpha,10,0,3400.0,0.07091346153846154
Kisumu,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,518000.0,Skoda,Rapid Leisure 1.6 Tdi Mt,14,0,3928.5714285714284,0.06483103879849812
Mombasa,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,266400.0,Hyundai,Accent Crdi,20,0,8026.9,0.05492297387809779
Nyeri,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,547600.0,Volkswagen,Polo Gt 1.5 Tdi,12,0,5000.0,0.0691588785046729
Naivasha,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,1061160.0,Honda,Jazz 1.2 Vx I Vtec,9,0,5508.333333333333,0.07397831526271893
Nyeri,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,259000.0,Hyundai,I10 Era,16,0,5187.5,0.06266114180478821
Mombasa,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,3254520.0,Hyundai,Tucson 2.0 E-Vgt 2Wd At Gls,8,0,6418.25,0.09172932330827067
Eldoret,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,2760199.9999999995,Toyota,Innova Crysta 2.4 Zx Mt,9,0,4777.777777777777,0.06176347680735479
Nyeri,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,273800.0,Maruti,Omni Mpi Cargo Bsiii W/ Immobiliser,15,0,2333.3333333333335,0.04396984924623116
Naivasha,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,880600.0,Maruti,Swift Vxi Bsiv,9,0,3096.8888888888887,0.0683375104427736
Nairobi,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,555000.0,Hyundai,Grand I10 Magna,12,0,1376.1666666666667,0.06850459482038429
Eldoret,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,555000.0,Maruti,Swift Vdi,14,0,8571.42857142857,0.05929487179487179
Kisumu,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,384800.0,Hyundai,Verna Crdi 1.6 Sx,18,0,7959.722222222223,0.0797724399494311
Kisumu,2006,99000,Petrol,Manual,First,0.0,1086.0,97.7,5.0,259000.0,Hyundai,Santro Xing Xl,20,0,4950.0,0.08996316758747698
Nairobi,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,414400.0,Hyundai,I20 1.2 Sportz,16,0,3250.0,0.06683375104427736
Naivasha,2017,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,9070920.0,Mercedes-Benz,Gle 350D,9,1,3313.222222222222,0.08529963173752929
Nakuru,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,2664000.0,Mercedes-Benz,New C-Class C 220 Cdi Classic,12,1,4750.0,0.07914338919925512
Kisumu,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,643799.9999999999,Maruti,Ritz Zdi,12,0,7375.0,0.05924679487179487
Nakuru,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,2035000.0,Hyundai,Creta 1.6 Crdi Sx,10,0,2800.0,0.0797724399494311
Eldoret,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,296000.0,Maruti,A-Star Vxi,16,0,4187.5,0.06623246492985971
Nairobi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,1480000.0,Renault,Duster 110Ps Diesel Rxz Option,10,0,2600.0,0.0742299794661191
Nairobi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,244200.0,Fiat,Grande Punto 1.3 Emotion Pack (Diesel),16,0,7500.0,0.060897435897435896
Naivasha,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,6773960.0,Bmw,X3 Xdrive30D M Sport,9,0,5775.777777777777,0.08620113598396258
Nakuru,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,481000.0,Hyundai,I10 Sportz,16,0,2250.0,0.06591478696741855
Eldoret,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1894400.0,Toyota,Innova 2.5 G4 Diesel 7-Seater,10,0,4700.0,0.0408981555733761
Nairobi,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,81400.00000000001,Maruti,Zen Vxi Bsii,24,0,2500.0,0.06042296072507553
Kisumu,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,1058200.0,Maruti,Swift Vdi,8,0,3878.125,0.05929487179487179
Eldoret,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,1036000.0,Mahindra,Scorpio Vlx 2.2 Mhawk Airbag Bsiv,13,0,8076.923076923077,0.05507113354749885
Eldoret,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,555000.0,Tata,Zest Quadrajet 1.3 75Ps Xe,9,0,13544.444444444445,0.05929487179487179
Nairobi,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,1258000.0,Ford,Ecosport 1.0 Ecoboost Titanium Plus,9,0,2521.6666666666665,0.12336336336336336
Nyeri,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,643799.9999999999,Maruti,Swift Dzire Zdi,14,0,5214.285714285715,0.05929487179487179
Mombasa,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,482480.0,Maruti,Alto 800 Lxi,10,0,3222.7,0.059422110552763814
Nyeri,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,623080.0,Honda,City 1.5 S Mt,15,0,3666.6666666666665,0.0788243152972612
Mombasa,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,10413280.0,Audi,Q7 3.0 Tdi Quattro Technology,8,1,1410.875,0.08136164475901585
Nairobi,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,436600.0,Skoda,Laura 1.9 Tdi At Ambiente,17,0,2823.529411764706,0.055379746835443035
Mombasa,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,633440.0,Hyundai,Verna 1.6 Sx Vtvt (O),14,0,3879.1428571428573,0.07624135763670647
Nyeri,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,528360.0,Honda,City 1.5 V At,17,0,4614.235294117647,0.0788243152972612
Kisumu,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,460280.0,Hyundai,I20 Magna Optional 1.4 Crdi,13,0,3538.4615384615386,0.06361031518624642
Naivasha,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,882080.0,Hyundai,I20 Sportz At 1.4,12,0,3754.25,0.07063037249283667
Kisumu,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,695600.0,Volkswagen,Vento Diesel Highline,15,0,4600.0,0.06483103879849812
Thika,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1021200.0,Honda,City I Vtec Vx,12,0,4083.3333333333335,0.0783567134268537
Eldoret,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,777000.0,Tata,Zest Quadrajet 1.3 75Ps Xe,8,0,5625.0,0.05929487179487179
Eldoret,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,4144000.0,Bmw,5 Series 2003-2012 520D,11,0,5818.181818181818,0.0887218045112782
Nairobi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,199800.0,Maruti,Wagon R Lxi Minor,17,0,3529.4117647058824,0.06314797360980208
Nairobi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,717799.9999999999,Honda,Jazz Vx,11,0,5652.545454545455,0.07397831526271893
Naivasha,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,991600.0,Volkswagen,Jetta 2007-2011 2.0 Tdi Comfortline,14,0,4143.285714285715,0.055379746835443035
Kisumu,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,458800.0,Hyundai,I10 Magna 1.2,16,0,4625.0,0.06591478696741855
Mombasa,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,2758720.0,Mercedes-Benz,New C-Class C 220 Cdi Avantgarde,11,1,7070.090909090909,0.07932804479701354
Eldoret,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,414400.0,Hyundai,I10 Magna 1.2 Itech Se,14,0,3233.9285714285716,0.06591478696741855
Mombasa,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,2997000.0,Toyota,Innova Crysta 2.4 Zx Mt,10,0,4800.0,0.06176347680735479
Mombasa,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,3963440.0,Audi,A6 2011-2015 2.0 Tdi Technology,11,1,2877.4545454545455,0.08858231707317074
Kisumu,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,1222480.0,Toyota,Innova 2.5 Vx (Diesel) 7 Seater,16,0,6812.5,0.04033680834001604
Nairobi,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,575720.0,Volkswagen,Polo Petrol Trendline 1.2L,11,0,2907.090909090909,0.06168614357262104
Kisumu,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,310800.0,Maruti,Alto K10 Lxi,15,0,4666.666666666667,0.06723446893787574
Nairobi,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,1878120.0,Honda,City I-Vtec Cvt Zx,9,0,1666.6666666666667,0.0783567134268537
Naivasha,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,381840.0,Tata,Indigo Lx,13,0,4549.076923076923,0.0498220640569395
Mombasa,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,3073960.0,Audi,A6 2011-2015 2.0 Tdi Premium Plus,12,1,5143.833333333333,0.08858231707317074
Nairobi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,2998480.0000000005,Mercedes-Benz,Gla Class 200 Cdi Sport,11,1,4363.636363636364,0.06346243583761083
Mombasa,2006,58000,Petrol,Manual,Second,0.0,1086.0,97.7,5.0,222000.0,Hyundai,Santro Xing Xl,20,0,2900.0,0.08996316758747698
Kisumu,2011,60020,Diesel,Manual,First,17.8,1248.0,97.7,5.0,370000.0,Maruti,Swift Vdi Bsiv,15,0,4001.3333333333335,0.07828525641025641
Kisumu,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,629000.0,Maruti,Celerio Vxi At,12,0,6484.583333333333,0.06717434869739479
Kisumu,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,8436000.0,Mercedes-Benz,Gle 250D,9,1,3222.222222222222,0.09386374241717219
Nairobi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,6512000.0,Land,Rover Range Rover Hse Dynamic,9,1,4888.888888888889,0.08614043139054611
Kisumu,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,540200.0,Volkswagen,Vento Diesel Trendline,15,0,7241.733333333334,0.06483103879849812
Kisumu,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,303399.99999999994,Maruti,Omni 8 Seater Bsiv,14,0,5127.928571428572,0.04396984924623116
Mombasa,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,463240.0,Honda,Brio 1.2 Vx Mt,14,0,6566.5,0.07245409015025041
Kisumu,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,222000.0,Tata,Sumo Delux,26,0,6076.923076923077,0.02811231393775372
Eldoret,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,421800.0,Tata,Indica Vista Aura 1.3 Quadrajet,14,0,6513.071428571428,0.06009615384615385
Nairobi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,392200.0,Maruti,Wagon R Lxi Bs Iv,14,0,4642.857142857143,0.06723446893787574
Kisumu,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1568800.0,Mahindra,Xuv500 W8 4Wd,11,0,8038.909090909091,0.06424965580541533
Eldoret,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,185000.0,Tata,Indigo Ls Dicor,18,0,7666.666666666667,0.050143266475644696
Nairobi,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,1221000.0,Maruti,Ertiga Paseo Vxi,8,0,2250.0,0.06824471959213402
Nairobi,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,658600.0,Honda,Accord 2.4 A/T,15,0,4000.0,0.07544604927782497
